HS Code,Description,SU,ID,VAT,LVY,EXC,DOV
2818200000,"Aluminium oxide, other than artificial corundum",KG,5,7.5,,,14/04/2020
2818300000,Aluminium hydroxide,KG,5,7.5,,,14/04/2020
2819100000,Chromium trioxide,KG,5,,,,14/04/2020
2819900000,Other Chromium oxides and hydroxides,KG,5,7.5,,,14/04/2020
2820100000,Manganese dioxide,KG,5,7.5,,,14/04/2020
2820900000,Other manganese oxides not specified.,KG,5,7.5,,,14/04/2020
2821100000,Iron oxides and hydroxides,KG,5,7.5,,,14/04/2020
2821200000,Earth colours,KG,5,7.5,,,14/04/2020
2822000000,Cobalt oxides and hydroxides; commercial cobalt oxides.,KG,5,7.5,,,14/04/2020
2823000000,Titanium oxides.,KG,5,7.5,,,14/04/2020
2824100000,"Lead monoxide (litharge, massicot)",KG,5,7.5,,,14/04/2020
2824900000,Other lead oxides,KG,5,7.5,,,14/04/2020
2825100000,Hydrazine and hydroxylamine and their inorganic salts,KG,5,7.5,,,14/04/2020
2825200000,Lithium oxide and hydroxide,KG,5,7.5,,,14/04/2020
2825300000,Vanadium oxides and hydroxides,KG,5,7.5,,,14/04/2020
2825400000,Nickel oxides and hydroxides,KG,5,7.5,,,14/04/2020
2825500000,Copper oxides and hydroxides,KG,5,7.5,,,14/04/2020
2825600000,Germanium oxides and zirconium dioxide,KG,5,7.5,,,14/04/2020
2825700000,Molybdenum oxides and hydroxides,KG,5,7.5,,,14/04/2020
2825800000,Antimony oxides,KG,5,7.5,,,14/04/2020
2825900000,"  Other inorganic bases; other metal oxides, hydroxides and peroxides not specified.",KG,5,7.5,,,14/04/2020
2826120000,Fluorides of aluminium,KG,5,7.5,,,14/04/2020
2826190000,Fluorides; fluorosilicates and other complex fluorine salts.,KG,5,7.5,,,14/04/2020
2826300000,Sodium hexafluoroaluminate (synthetic cryolite),KG,5,,,,14/04/2020
2826900000,"Flourides; fluoursilicates, Other(Fluorides).",KG,5,7.5,,,14/04/2020
2827100000,Ammonium chloride,KG,5,,,,14/04/2020
2827200000,Calcium chloride,KG,5,,,,14/04/2020
2827310000,chlorides of magnesium,KG,5,7.5,,,14/04/2020
2827320000,chlorides of aluminium,KG,5,7.5,,,14/04/2020
2827350000,chlorides of nickel,KG,5,7.5,,,14/04/2020
2827390000,Other Cyanides and cyanide oxides (excluding cynides of sodium),KG,5,7.5,,,14/04/2020
2827410000,Chloride oxides and chloride hydroxides of copper,KG,5,7.5,,,14/04/2020
2827490000,Chloride oxides and chloride hydroxides of other elements excluding Cooper,KG,5,7.5,,,14/04/2020
2827510000,Bromides of sodium or of potassium,KG,5,7.5,,,14/04/2020
2827590000,"Chlorides, chloride oxides and chloride ... Other(Bromides",KG,5,7.5,,,14/04/2020
2827600000,Iodides and iodide oxides,KG,5,,,,14/04/2020
2828100000,Commercial calcium hypochlorite and other calcium hypochlorites,KG,5,7.5,,,14/04/2020
2828901000,Sodium hypochlorite (bleach) whether or not concentrated,KG,20,7.5,,,14/04/2020
2828909000,Other bleach not specified.,KG,10,7.5,,,01/04/2022
2829110000,Chlorates of sodium,KG,5,7.5,,,14/04/2020
2829190000,Chlorates anderchlorates; bromates and Other(Chlorate,KG,5,7.5,,,14/04/2020
2829900000,Other chlorates and perchlorates; bromates and ?perbromates,KG,5,7.5,,,14/04/2020
2830100000,Sodium sulphides,KG,5,7.5,,,14/04/2020
2830900000,"Other Sulphides; polysulphides, whether or not chemically defined",KG,5,7.5,,,14/04/2020
2831100000,Dithionites and sulphoxylates of sodium,KG,5,7.5,,,14/04/2020
2831900000,Other Dithionites and sulphoxylates (excl. of sodium),KG,5,7.5,,,14/04/2020
2832100000,Sodium sulphites,KG,5,,,,14/04/2020
2832200000,Other sulphites,KG,5,7.5,,,14/04/2020
2832300000,Thiosulphates,KG,5,7.5,,,14/04/2020
2833110000,Disodium sulphate,KG,5,7.5,,,14/04/2020
2833190000,Other Sodium Sulphates,KG,5,,,,14/04/2020
2833210000,Of magnesium,KG,5,,,,14/04/2020
2833220000,Of aluminium,KG,5,7.5,65,,14/04/2020
2833240000,Of nickel,KG,5,7.5,,,14/04/2020
2833250000,Of copper,KG,5,,,,14/04/2020
2833270000,Of barium,KG,5,7.5,,,14/04/2020
2833290000,Other sulphates nt mentioned or included.,KG,5,7.5,,,14/04/2020
2833300000,Alums,KG,5,7.5,65,,14/04/2020
2833400000,Peroxosulphates (persulphates),KG,5,7.5,,,14/04/2020
2834100000,Nitrites,KG,5,7.5,,,14/04/2020
2834210000,Nitrates of potassium,KG,5,7.5,,,14/04/2020
2834290000,Other Nitrates not specified in 28.35,KG,5,7.5,,,14/04/2020
2835100000,Phosphinates (hypophosphites) and phosphonates (phosphites),KG,5,7.5,,,14/04/2020
2835220000,Phosphates of mono or disodium,KG,5,,,,14/04/2020
2835240000,Phosphates of potassium,KG,5,7.5,,,14/04/2020
2835250000,"Calcium hydrogenorthophosphate (""dicalcium phosphate"")",KG,5,,,,14/04/2020
2835260000,Other phosphates of calcium,KG,5,7.5,,,14/04/2020
2835290000,Other Phosphates not specified or included,KG,5,7.5,,,14/04/2020
2835310000,Sodium triphosphate (sodium tripolyphosphate),KG,5,7.5,,,14/04/2020
2835390000,"Phosphinates (hypophishites), phosphonates. Other (Polyphosphates)",KG,5,7.5,,,14/04/2020
2836200000,Disodium carbonate,KG,5,7.5,,,14/04/2020
2836300000,Sodium hydrogencarbonate (sodium bicarbonate),KG,5,,,,14/04/2020
2836400000,Potassium carbonates,KG,5,0,,,20/06/2020
2836500000,Calcium carbonate,KG,5,0,,,20/06/2020
2836600000,Barium carbonate,KG,5,0,,,14/04/2020
2836910000,Lithium carbonates,KG,5,7.5,,,14/04/2020
2836920000,Strontium carbonate,KG,5,7.5,,,14/04/2020
2836990000,Other Carbonates not specified or included,KG,5,7.5,,,14/04/2020
2837110000,Cyanides and cyanide oxides of sodium,KG,5,7.5,,,14/04/2020
2837190000,Other Cyanides and cyanide oxides not specified in 28.37,KG,5,7.5,,,14/04/2020
2837200000,Complex cyanides,KG,5,7.5,,,14/04/2020
2839110000,Sodium metasilicates,KG,5,7.5,,,14/04/2020
2839190000,Other silicate of sodium not specified in 28.39,KG,5,7.5,,,14/04/2020
2839900000,Other silicates other than of sodium not specified in 28.39,KG,5,,,,14/04/2020
2840110000,Anhydrous Disodium tetraborate (refined borax),KG,5,7.5,,,14/04/2020
2840190000,Disodium tetraborate (non anhudrous),KG,5,7.5,,,14/04/2020
2840200000,Other borates,KG,5,7.5,,,14/04/2020
2840300000,Peroxoborates (perborates),KG,5,7.5,,,14/04/2020
2841300000,Sodium dichromate,KG,5,7.5,,,14/04/2020
2841500000,Other chromates and dichromates; peroxochromates,KG,5,7.5,,,14/04/2020
2841610000,Potassium permanganate,KG,5,7.5,,,14/04/2020
2841690000,"Salts of oxometallic or peroxometallic acids. Other(Manganites, manganat",KG,5,7.5,,,14/04/2020
2841700000,Molybdates,KG,5,7.5,,,14/04/2020
2841800000,Tungstates (wolframates),KG,5,7.5,,,14/04/2020
2841900000,Salts ooxometallic or peroxometallic Other,KG,5,7.5,,,14/04/2020
2842100000,"Double or complex silicates, including aluminosilicates",KG,5,,,,14/04/2020
2842900000,Other salt of inorganic acids or organic not specified in 28.42,KG,5,7.5,,,14/04/2020
2843100000,Colloidal precious metals,KG,5,7.5,,,14/04/2020
2843210000,Silver nitrate,KG,5,7.5,,,14/04/2020
2843290000,Other Silver compounds excluding Silver nitrate,KG,5,7.5,,,14/04/2020
2843300000,Gold compounds,KG,5,7.5,,,14/04/2020
2843900000,amalgams,KG,5,7.5,,,14/04/2020
2844100000,"Natural uranium and compounds, alloys, dispersions, ceramic products containing uranium",KG,5,7.5,,,14/04/2020
2844200000,"Uranium, plutonium; compound; alloys, dispersions.. enriched in U 235,",KG,5,7.5,,,14/04/2020
2844300000,"Uranium, plutonium; alloys, dispersions.. enriched in U 235, thorium/compounds.",KG,5,7.5,,,14/04/2020
2844500000,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,KG,5,7.5,,,14/04/2020
2845100000,Heavy water (deuterium oxide),KG,5,7.5,,,14/04/2020
2845900000,Isotopes other than those of heading 28.44; Other....,KG,5,7.5,,,14/04/2020
2846100000,Cerium compounds,KG,5,7.5,,,14/04/2020
2846900000,"Compounds, inganic or organic, of rare earth metals, of yttrium or of...",KG,5,7.5,,,14/04/2020
2847000000,"Hydrogen peroxide, whether or not solidified with urea.",KG,5,0,,,20/06/2020
2849100000,Carbides of calcium,KG,5,7.5,,,14/04/2020
2849200000,Carbides of silicon,KG,5,7.5,,,14/04/2020
2849900000,Other Carbides not specified in 28.49,KG,5,7.5,,,14/04/2020
2850000000,"Hydrides, nitrides, azides, silicides and borides, other than compounds of heading 28.49",KG,5,7.5,,,14/04/2020
2852100000,Inorganic or organic compounds of mercury Chemically defined,KG,5,7.5,,,14/04/2020
2852900000,Inorganic or organic compounds of mercury Not Chemically defined,KG,5,7.5,,,14/04/2020
2853100000,Cyanogen chloride (chlorcyan),KG,5,7.5,,,14/04/2020
2853900000,"Other Phosphides, whether or not chemically defined, excluding ferrophosphorus;",KG,5,7.5,,,14/04/2020
2901100000,Acyclic hydrocarbons Saturated,KG,5,7.5,,,14/04/2020
2901210000,Ethylene,KG,5,7.5,,,14/04/2020
2901220000,Propene (propylene),KG,5,7.5,,,14/04/2020
2901230000,Butene (butylene) and isomers thereof,KG,5,7.5,,,14/04/2020
2901240000,"Buta1,3diene and isoprene",KG,5,7.5,,,14/04/2020
2901290000,"Other unsaturated acyclic hydrocarbons, not specified in 29.01",KG,5,7.5,,,14/04/2020
2902110000,Cyclohexane,KG,5,7.5,,,14/04/2020
2902190000,Cyclic hydrocarbons cycleones and cycloterpenes: Other,KG,5,7.5,,,14/04/2020
2902200000,Benzene,KG,5,7.5,,,14/04/2020
2902300000,Toluene,KG,5,7.5,,,14/04/2020
2902410000,oXylene,KG,5,7.5,,,14/04/2020
2902420000,mXylene,KG,5,7.5,,,14/04/2020
2902430000,pXylene,KG,5,7.5,,,14/04/2020
2902440000,Mixed xylene isomers,KG,5,7.5,,,14/04/2020
2902500000,Styrene,KG,5,7.5,,,14/04/2020
2902600000,Ethylbenzene,KG,5,7.5,,,14/04/2020
2902700000,Cumene,KG,5,7.5,,,14/04/2020
2902900000,Other Cyclic hydrocarbons not specified in 29.02,KG,5,7.5,,,14/04/2020
2903110000,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),KG,5,7.5,,,14/04/2020
2903120000,Dichloromethane (methylene chloride),KG,5,7.5,,,14/04/2020
2903130000,Chloroform (trichloromethane),KG,5,,,,14/04/2020
2903140000,Carbon tetrachloride,KG,5,7.5,,,14/04/2020
2903150000,"Ethylene dichloride (ISO) (1,2dichloroethane)",KG,5,7.5,,,14/04/2020
2903191000,"1,1,1Trichloroethane (methyl chloroform)",KG,5,7.5,,,14/04/2020
2903199000,Other Halogenated derivatives of hydrocarbons not specified.,KG,5,7.5,,,14/04/2020
2903210000,Vinyl chloride (chloroethylene),KG,5,7.5,,,14/04/2020
2903220000,Trichloroethylene,KG,5,7.5,,,14/04/2020
2903230000,Tetrachloroethylene (perchloroethylene),KG,5,7.5,,,14/04/2020
2903290000,Unsaturated chlorinated derivatives of Other [acyclic hydrocarbons],KG,5,7.5,,,14/04/2020
2903410000,-- Trifluoromethane (HFC-23),KG,5,7.5,0,,04/01/2022
2903420000,Dichlorodifluoromethane,KG,5,7.5,,,04/01/2022
2903430000,"--  Fluoromethane (HFC-41), 1,2-difluoroethane (HFC-152) and 1,1-difluoroethane (HFC-152",KG,5,7.5,0,,04/01/2022
2903440000,"Pentafluoroethane (HFC-125), 1,1,1-trifluoroethane (HFC-143a) and 1,1,2-trifluoroethane",KG,5,7.5,,,04/01/2022
2903450000,"-- 1,1,1,2-Tetrafluoroethane (HFC-134a) and 1,1,2,2-tetrafluoroethane (HFC-134)",KG,5,7.5,0,,04/01/2022
2903460000,"1,1,1,2,3,3,3-Heptafluoropropane (HFC-227ea), 1,1,1,2,2,3-hexafluoropropane (HFC-236cb),",KG,5,7.5,0,,04/01/2022
2903470000,"-- 1,1,1,3,3-Pentafluoropropane (HFC-245fa) and 1,1,2,2,3-pentafluoropropane (HFC-245ca)",KG,5,7.5,0,,04/01/2022
2903480000,"-- 1,1,1,3,3-Pentafluorobutane (HFC-365mfc) and 1,1,1,2,2,3,4,5,5,5-decafluoropentane (H",KG,5,7.5,0,0,05/01/2022
2903490000,Other halogenated derivatives of acyclic hydrocarbons nes containing >= 2 halogens,KG,5,7.5,,,04/01/2022
2903510000,"2,3,3,3-Tetrafluoropropene (HFO-1234yf), 1,3,3,3-tetrafluoropropene (HFO-1234ze) and (Z)",KG,5,7.5,,,04/01/2022
2903590000,-- Other,KG,5,7.5,0,,04/01/2022
2903610000,-- Methyl bromide (bromomethane),KG,5,7.5,0,,04/01/2022
2903620000,"-- Ethylene dibromide (ISO) (1,2-dibromoethane)",KG,5,7.5,,,04/01/2022
2903690000,-- Other,KG,5,7.5,,,05/01/2022
2903710000,Chlorodifluoromethane,KG,5,7.5,,,14/04/2020
2903720000,Dichlorotrifluoroethanes,KG,5,7.5,,,14/04/2020
2903730000,Dichlorofluoroethanes,KG,5,7.5,,,14/04/2020
2903740000,Chlorodifluoroethanes,KG,5,7.5,,,14/04/2020
2903750000,Dichloropentafluoropropanes,KG,5,7.5,,,14/04/2020
2903760000,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",KG,5,7.5,,,14/04/2020
2903770000,"Other, perhalogenated only with fluorine and chlorine",KG,5,7.5,,,14/04/2020
2903780000,Other perhalogenated derivatives,KG,5,7.5,,,14/04/2020
2903791000,Chlorotetrafluoroethanes,KG,5,7.5,,,14/04/2020
2903792000,"Other derivates of methane, ethane/propane halogenated only with fluorine and chlorine",KG,5,7.5,,,14/04/2020
2903793000,"Derivatives of methane, ethane/propane halogenated only with fluorine and bromine",KG,5,7.5,,,14/04/2020
2903799000,Other Halogenated derivatives of acyclic hydrocarbons not specified in29.03,KG,5,7.5,,,14/04/2020
2903810000,"1,2,3,4,5,6Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",KG,5,7.5,,,14/04/2020
2903820000,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",KG,5,7.5,,,14/04/2020
2903830000,--  Mirex (ISO),KG,5,,,,21/01/2023
2903890000,"Other Halogenated derivatives of cyclanic, cyclenic or cyclotopenic hydrocarbons",KG,5,7.5,,,14/04/2020
2903910000,"Chlorobenzene, odichlorobenzene and pdichlorobenzene",KG,5,7.5,,,14/04/2020
2903920000,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane, 1,1,1trichloro2,2bis",KG,5,7.5,,,14/04/2020
2903930000,Pentachlorobenzene (ISO),KG,5,7.5,,,14/04/2020
2903940000,"Hexabromobiphenyls	kg",KG,5,7.5,,,14/04/2020
2903990000,Other Halogenated derivatives of aromatic hydrocarbons,KG,5,7.5,,,14/04/2020
2904100000,"Derivatives containing only sulpho groups, their salts and ethyl esters",KG,5,7.5,,,14/04/2020
2904200000,Derivatives containing only nitro or only nitroso groups,KG,5,7.5,,,14/04/2020
2904310000,Perfluorooctane sulphonic acid,KG,5,7.5,,,14/04/2020
2904320000,Ammonium perfluorooctane sulphonate,KG,5,7.5,,,14/04/2020
2904330000,Lithium perfluorooctane sulphonate,KG,5,7.5,,,14/04/2020
2904340000,Potassium perfluorooctane sulphonate,KG,5,7.5,,,14/04/2020
2904350000,Other salts of perfluorooctane sulphonic acid,KG,5,7.5,,,14/04/2020
2904360000,Perfluorooctane sulphonyl fluoride,KG,5,7.5,,,14/04/2020
2904910000,Trichloronitromethane (chloropicrin),KG,5,7.5,,,14/04/2020
2904990000,"Other Perfluorooctane sulphuric acid, its salts and perfluorooctane sulphonyl fluoride",KG,5,7.5,,,14/04/2020
2905110000,Methanol (methyl alcohol),KG,5,7.5,,,14/04/2020
2905120000,Propan1ol (propyl alcohol) and propan2ol (isopropyl alcohol),KG,5,7.5,,,14/04/2020
2905130000,Butan1ol (nbutyl alcohol),KG,5,7.5,,,14/04/2020
2905140000,Other butanols,KG,5,7.5,,,14/04/2020
2905160000,Octanol (octyl alcohol) and isomers thereof,KG,5,7.5,,,14/04/2020
2905170000,"Dodecan1ol (lauryl ), hexadecan1ol (cetyl ) and octadecan1ol (stearyl)",KG,5,,,,14/04/2020
2905190000,Other Saturated monohydric alcohols Not specified or included,KG,5,,,,14/04/2020
2905220000,Acyclic terpene alcohols,KG,5,7.5,,,14/04/2020
2905290000,"Acyclic alcohols and their halogenated, Other (Unsaturated monohydric alc]",KG,5,7.5,,,14/04/2020
2905310000,Ethylene glycol (ethanediol),KG,5,7.5,,,14/04/2020
2905320000,"Propylene glycol (propane1,2diol)",KG,5,,,,14/04/2020
2905390000,"Acyclic alcohols and their halogenated, Other (Diols)",KG,5,7.5,,,14/04/2020
2905410000,"2Ethyl2(hydroxymethyl)propane1,3diol (trimethylolpropane)",KG,5,7.5,,,14/04/2020
2905420000,Pentaerythritol,KG,5,7.5,,,14/04/2020
2905430000,Mannitol,KG,5,,,,14/04/2020
2905440000,Dglucitol (sorbitol),KG,5,,,,14/04/2020
2905450000,Glycerol,KG,5,7.5,,,14/04/2020
2905490000,"Acyclic alcohols and their halogenated, Other(Other polyhydric alcohols)",KG,5,7.5,,,14/04/2020
2905510000,Ethchlorvynol,KG,5,,,,14/04/2020
2905590000,"Acyclic alcohols and their halogenated, Other(Halogenated, sulphonated, n",KG,5,,,,14/04/2020
2906110000,Menthol,KG,5,0,,,20/06/2020
2906120000,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",KG,5,7.5,,,14/04/2020
2906130000,Sterols and inositols,KG,5,7.5,,,14/04/2020
2906190000,"Other cyclanic, cyclenic or cycloterpenic alcohols and derivatives, nes",KG,5,7.5,,,14/04/2020
2906210000,Benzyl alcohol,KG,5,7.5,,,14/04/2020
2906290000,Other Aromatic alcohol excluding Benzyl alcohol,KG,5,7.5,,,14/04/2020
2907110000,Phenol (hydroxybenzene) and its salts,KG,5,7.5,,,14/04/2020
2907120000,Cresols and their salts,KG,5,7.5,,,14/04/2020
2907130000,"Octylphenol, nonylphenol and their isomers; salts thereof",KG,5,7.5,,,14/04/2020
2907150000,Naphthols and their salts,KG,5,7.5,,,14/04/2020
2907190000,Phenols; phenolalcohols. Other(Monophenols),KG,5,7.5,,,14/04/2020
2907210000,Resorcinol and its salts,KG,5,7.5,,,14/04/2020
2907220000,Hydroquinone (quinol) and its salts,KG,5,7.5,,,14/04/2020
2907230000,"4,4'Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",KG,5,7.5,,,14/04/2020
2907290000,Phenols; phenolalcohols. Other(Polyphenols; phenol alcohols),KG,5,7.5,,,14/04/2020
2908110000,Pentachlorophenol (ISO),KG,5,7.5,,,14/04/2020
2908190000,"Other, Derivatives containing only halogen substituents and their salts",KG,5,7.5,,,14/04/2020
2908910000,Dinoseb (ISO) and its salts,KG,5,7.5,,,14/04/2020
2908920000,"4,6Dinitroocresol (DNOC (ISO)) and its salts",KG,5,7.5,,,14/04/2020
2908990000,"Other, Derivatives containing only halogen substituents and their salts",KG,5,7.5,,,14/04/2020
2909110000,Diethyl ether,KG,5,7.5,,,14/04/2020
2909190000,"Acyclic ethers and their halogenated, sulphonated, not specified in 29.09",KG,5,7.5,,,14/04/2020
2909200000,"Cyclanic, cyclenic... ethers and their halogenated, sulphonated... derivatives",KG,5,7.5,,,14/04/2020
2909300000,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",KG,5,7.5,,,14/04/2020
2909410000,"2,2'Oxydiethanol (diethylene glycol, digol)",KG,5,7.5,,,14/04/2020
2909430000,Monobutyl ethers of ethylene glycol or of diethylene glycol,KG,5,7.5,,,14/04/2020
2909440000,Other monoalkylethers of ethylene glycol or of diethylene glycol,KG,5,7.5,,,14/04/2020
2909490000,"Etheralcohols & halogenated, sulphonated/nitrated/nitrosated deriv: not specif. in 29.09",KG,5,7.5,,,14/04/2020
2909500000,"Etherphenols, etheralcoholphenols and halogenated, sulphonated, nitrated.. derivatives",KG,5,7.5,,,14/04/2020
2909600000,"Alcohol/ether peroxides, ketone peroxides and halogenated, sulphonated... derivatives",KG,5,7.5,,,14/04/2020
2910100000,Oxirane (ethylene oxide),KG,5,7.5,,,14/04/2020
2910200000,Methyloxirane (propylene oxide),KG,5,7.5,,,14/04/2020
2910300000,"1Chloro2,3epoxypropane (epichlorohydrin)",KG,5,7.5,,,14/04/2020
2910400000,"Dieldrin (ISO, INN)",KG,5,7.5,,,14/04/2020
2910500000,Endrin (ISO),KG,5,,,,14/04/2020
2910900000,"Other Epoxides, epoxyalcohols, epoxyphenols",KG,5,7.5,,,14/04/2020
2911000000,"Alcohol/ether/ketone peroxides and their halogenated, sulphonated... derivatives",KG,5,7.5,,,14/04/2020
2912110000,Methanal (formaldehyde),KG,5,7.5,,,14/04/2020
2912120000,Ethanal (acetaldehyde),KG,5,7.5,,,14/04/2020
2912190000,"Other acyclic aldehydes, without oxygen function, nes",KG,5,7.5,,,14/04/2020
2912210000,Benzaldehyde,KG,5,7.5,,,14/04/2020
2912290000,Other Cyclic aldehydes without other oxygen function Not specified or included,KG,5,7.5,,,14/04/2020
2912410000,Vanillin (4hydroxy3methoxybenzaldehyde),KG,5,,,,14/04/2020
2912420000,Ethylvanillin (3ethoxy4hydroxybenzaldehyde),KG,5,,,,14/04/2020
